artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count_x,genres,genre,count,label
"""Cats"" 1981 Original London Cast",0.5750833333333334,0.44275,247260.0,0.3863358333333334,0.0227173966666666,0.2877083333333333,-14.205416666666665,0.180675,115.9835,0.3344333333333333,38.0,5,1,12,['show tunes'],show tunes,136,5
$NOT,0.5469999999999999,0.7501249999999999,152929.5,0.51975,0.0431371375,0.213975,-8.8785,0.276725,114.229125,0.3195,64.625,6,1,8,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",hip hop,83,24
$uicideBoy$,0.1281226229508196,0.7652459016393444,147549.44262295082,0.6417049180327874,0.038454471147541,0.2011950819672132,-6.626918032786888,0.155917213114754,119.80436065573772,0.2960959016393442,61.64754098360656,1,1,122,"['dark trap', 'new orleans rap', 'underground hip hop']",underground hip hop,108,14
'In The Heights' Original Broadway Company,0.6365882352941177,0.541,301908.29411764705,0.4022823529411765,7.74823529411765e-06,0.1938235294117647,-9.405882352941177,0.1500058823529412,114.95252941176471,0.407764705882353,46.58823529411765,7,1,17,"['broadway', 'show tunes']",broadway,82,25
'Legally Blonde' Ensemble,0.6010833333333333,0.6135833333333333,291892.16666666674,0.4115,1.964666666666667e-05,0.2156666666666666,-11.200333333333331,0.4595833333333333,115.58,0.5031666666666667,48.16666666666666,8,1,12,"['broadway', 'hollywood', 'show tunes']",show tunes,136,5
'Legally Blonde' Greek Chorus,0.6044999999999999,0.7735000000000001,361780.0,0.3095,0.0,0.2222,-12.669,0.289,105.7,0.5965,49.0,10,1,2,['show tunes'],show tunes,136,5
'Til Tuesday,0.10555625,0.5571250000000001,255213.5,0.6122499999999998,0.0233002525,0.1275875,-9.638125000000002,0.03215,103.08025,0.532625,35.125,0,1,16,"['boston rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",new wave,57,56
((( O ))),0.847,0.41,311837.0,0.1689999999999999,0.00327,0.1169999999999999,-11.422,0.0485,89.494,0.208,66.0,3,1,2,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",reggaeton,68,33
(G)I-DLE,0.0299666666666666,0.718,194278.0,0.7643333333333334,9.4e-07,0.1633333333333333,-3.797333333333333,0.0552,129.99200000000002,0.4496666666666666,74.66666666666667,4,0,3,"['k-pop', 'k-pop girl group']",k-pop,57,58
(Hed) P.E.,0.0116314,0.5892000000000002,253677.4,0.8792,2.026e-06,0.17112,-5.259799999999999,0.17214,134.9694,0.4270000000000001,45.8,2,1,10,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",post-grunge,120,9
03 Greedo,0.06932,0.7246,220595.2,0.6938,8e-07,0.1650599999999999,-5.021,0.0507399999999999,93.9078,0.4434,59.2,1,0,5,"['cali rap', 'melodic rap', 'trap', 'underground hip hop', 'vapor trap']",underground hip hop,108,14
10 Years,0.0971232375,0.39925,208469.875,0.7516249999999999,0.00020406875,0.1507375,-5.071874999999999,0.0486125,147.91549999999995,0.318875,47.75,6,1,16,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",post-grunge,120,9
"10,000 Maniacs",0.1922949999999999,0.5814545454545456,240081.7272727273,0.5603909090909093,0.0088258404545454,0.253490909090909,-12.977181818181812,0.0411772727272727,118.97309090909096,0.5717727272727272,36.77272727272727,9,1,44,"['dance rock', 'folk', 'lilith', 'new wave pop', 'pop rock']",new wave pop,118,10
112,0.1583938181818182,0.666072727272727,274580.8545454545,0.5204363636363636,0.000143672,0.1432127272727272,-8.024036363636364,0.0976236363636363,116.84376363636366,0.5327999999999999,48.32727272727273,0,1,55,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",pop rap,135,6
11:11,0.174,0.478,252540.0,0.555,1.1e-05,0.103,-7.6,0.111,128.72799999999998,0.139,57.0,5,0,2,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",pop rap,135,6
1788-L,0.0739,0.522,172344.0,0.539,0.0,0.0664,-5.7410000000000005,0.0418,95.97,0.139,46.0,1,0,1,"['brostep', 'edm', 'electro house', 'zapstep']",electro house,64,42
1910 Fruitgum Company,0.4185,0.757,140750.0,0.60525,0.00077785,0.12425,-9.72575,0.044725,128.4975,0.8995,24.75,9,1,8,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",folk rock,56,61
2 Chainz,0.1112144897959183,0.7710918367346944,253278.40816326533,0.6424183673469387,0.0006208470408163,0.2035551020408164,-6.024755102040817,0.220565306122449,125.02639795918373,0.4502571428571428,57.94897959183673,1,1,98,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",trap,109,13
2 Pistols,0.00431,0.517,274053.0,0.747,0.0,0.345,-6.191,0.105,134.058,0.271,52.0,10,0,1,"['dirty south rap', 'pop rap', 'southern hip hop', 'trap']",southern hip hop,149,3
20/20,0.000236,0.4579999999999999,257733.0,0.541,0.00183,0.0371,-12.130999999999998,0.0485,133.57299999999998,0.5770000000000001,24.0,2,1,2,"['atl hip hop', 'dirty south rap', 'southern hip hop', 'trap']",southern hip hop,149,3
21 Savage,0.1237767341772152,0.7918860759493672,225374.5569620253,0.551607594936709,0.0150914094936708,0.1788075949367089,-7.41145569620253,0.2842911392405064,124.41951898734176,0.3322164556962025,66.20253164556962,1,1,79,"['atl hip hop', 'rap', 'trap']",trap,109,13
24 Horas,0.206,0.8140000000000001,230267.0,0.68,0.0,0.1009999999999999,-6.928,0.043,126.976,0.963,46.0,7,0,2,"['bachata', 'latin', 'tropical']",tropical,59,53
24hrs,0.0598,0.5405,197806.5,0.74,0.0,0.12435,-5.4345,0.18005,117.9925,0.34,67.5,1,1,4,"['trap', 'trap soul', 'underground hip hop', 'vapor trap']",underground hip hop,108,14
2Pac,0.1318515085324231,0.7769078498293513,262092.32081911265,0.7081774744027309,0.007405551774744,0.2241467576791808,-7.006529010238911,0.2234634812286689,107.15816382252572,0.6101433447098976,49.08532423208191,1,1,293,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",rap,164,2
2nd Chapter Of Acts,0.6054999999999999,0.4330000000000001,169067.0,0.3765,0.0,0.1148,-11.488499999999998,0.0277,89.17299999999999,0.4420000000000001,28.5,1,1,4,"['christian music', 'deep christian rock']",christian music,67,35
3 Doors Down,0.0384781745454545,0.503,232900.1090909091,0.7926727272727272,0.0061299514545454,0.1578509090909091,-5.679090909090909,0.037990909090909,128.84419999999997,0.4451818181818182,49.72727272727273,7,1,55,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",pop rock,169,1
311,0.0224135311475409,0.6188688524590163,205666.0,0.8200655737704922,0.0121223834426229,0.1660245901639344,-7.354754098360658,0.0658245901639344,132.57375409836072,0.6162065573770488,40.32786885245904,9,1,122,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'reggae fusion', 'rock']",post-grunge,120,9
38 Special,0.0328747711111111,0.5251555555555554,256027.8,0.6304,0.0257457993333333,0.1251177777777777,-11.429977777777774,0.0326022222222222,125.27055555555556,0.7732666666666664,32.28888888888889,0,1,90,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",rock,127,8
3LW,0.0558,0.7177999999999999,272055.8,0.7196,2.168e-05,0.15058,-5.9238,0.11084,129.6848,0.6678000000000001,49.2,6,0,5,"['girl group', 'hip pop', 'r&b', 'urban contemporary']",r&b,102,15
3rd Bass,0.099428,0.7996000000000001,272712.6,0.6826000000000001,8.380000000000003e-05,0.1405399999999999,-13.5126,0.2478,124.1922,0.5268,30.0,2,1,10,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'rap']",rap,164,2
4 Non Blondes,0.18415,0.5286666666666666,239673.33333333328,0.57,5.1e-07,0.1266333333333333,-10.100499999999998,0.03825,117.87649999999998,0.4461666666666665,48.0,7,1,12,"['new wave pop', 'pop rock']",new wave pop,118,10
42 Dugg,0.2332,0.8775999999999999,175701.0,0.5650000000000001,0.0,0.09664,-5.2062,0.3159999999999999,127.28759999999996,0.4086,71.0,10,0,5,"['detroit trap', 'southern hip hop', 'trap']",trap,109,13
42nd Street Ensemble,0.8240000000000001,0.3429999999999999,349338.0,0.434,0.00236303,0.1705666666666666,-13.260666666666664,0.2211666666666668,111.19233333333334,0.31,17.333333333333332,0,1,6,['broadway'],broadway,82,25
4Minute,0.00589,0.54,192400.0,0.929,4.01e-06,0.424,-2.6460000000000004,0.278,176.023,0.624,61.0,7,1,2,"['k-pop', 'k-pop girl group']",k-pop,57,58
5 Seconds of Summer,0.0598272340425532,0.5467553191489358,197841.24468085103,0.8077553191489362,1.1071702127659573e-05,0.1772702127659574,-4.4014574468085135,0.0832531914893617,137.15309574468077,0.5310000000000002,61.92553191489362,2,1,94,"['boy band', 'dance pop', 'pop', 'post-teen pop']",pop,180,0
50 Cent,0.127395868263473,0.6924850299401202,233712.45508982037,0.761335329341317,0.0005839498802395,0.1918940119760478,-4.1007125748503,0.2641730538922157,105.66044910179636,0.5887005988023949,52.19760479041916,1,1,167,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",pop rap,135,6
504 Boyz,0.0118733333333333,0.8236666666666665,213458.33333333328,0.6523333333333333,0.0,0.2746666666666666,-7.742333333333333,0.2653333333333333,140.03566666666669,0.4596666666666666,43.66666666666666,7,1,6,"['dirty south rap', 'pop rap', 'southern hip hop']",southern hip hop,149,3
6 Dogs,0.2239999999999999,0.748,171907.0,0.66,0.053,0.1009999999999999,-4.704,0.0487,137.033,0.3279999999999999,68.0,6,1,2,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",underground hip hop,108,14
6LACK,0.3218164705882353,0.6363725490196079,216116.8235294117,0.50921568627451,0.0021259639215686,0.1191803921568628,-8.32435294117647,0.1682235294117647,118.1979803921568,0.3104941176470587,65.11764705882354,0,1,51,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",rap,164,2
7eventh Time Down,0.00964,0.58,176616.0,0.884,1.5e-06,0.1159999999999999,-4.3580000000000005,0.0381,105.927,0.4639999999999999,54.0,6,1,2,"['ccm', 'christian alternative rock', 'christian hard rock', 'christian music', 'christian rock']",christian music,67,35
88GLAM,0.0166,0.764,180813.0,0.672,1.06e-06,0.103,-4.274,0.0655,150.02100000000004,0.594,74.0,6,0,2,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']",trap,109,13
8Ball,0.0689071428571428,0.7885,280319.14285714284,0.6619285714285715,0.0005572821428571,0.2342142857142857,-6.577428571428569,0.1915357142857143,119.92014285714286,0.5388571428571429,41.57142857142857,1,1,14,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",southern hip hop,149,3
8Ball & MJG,0.046216,0.7445999999999998,304293.26666666666,0.6966666666666668,0.0,0.2445733333333333,-6.984466666666664,0.2288933333333333,132.35866666666664,0.5769999999999998,39.93333333333333,11,1,15,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",rap,164,2
93FEETOFSMOKE,0.139,0.816,148140.0,0.5770000000000001,0.0,0.0827,-5.9979999999999976,0.41,171.028,0.4589999999999999,68.0,1,1,1,"['dark trap', 'emo rap', 'underground hip hop']",underground hip hop,108,14
999,0.0301866666666666,0.5960000000000001,217075.33333333328,0.6309999999999999,0.2826675833333333,0.1723,-9.655333333333337,0.0489,132.09066666666666,0.5146666666666667,33.333333333333336,2,1,6,"['oi', 'pub rock', 'punk']",punk,64,40
A,0.000819,0.259,223267.0,0.899,0.0,0.512,-5.948,0.0793,176.68599999999995,0.379,48.0,2,1,2,"['dance pop', 'pop', 'post-teen pop']",post-teen pop,137,4
A Boogie Wit da Hoodie,0.2630172549019608,0.7114803921568633,192163.41176470587,0.6233039215686271,1.2584313725490196e-06,0.1618480392156862,-6.769333333333331,0.2187441176470588,120.12834313725484,0.4987745098039216,65.23529411764707,5,0,102,"['melodic rap', 'pop rap', 'rap', 'trap']",rap,164,2
A Fine Frenzy,0.947,0.5489999999999999,268800.0,0.24,0.0,0.106,-7.778,0.0338,119.58,0.1669999999999999,53.0,0,1,2,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock']",neo mellow,71,32
A Flock Of Seagulls,0.02664142,0.5104499999999998,248003.4,0.7368500000000002,0.4476904999999999,0.20853,-9.126299999999995,0.0374449999999999,145.3544,0.6901999999999997,42.5,2,1,40,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",new wave pop,118,10
A Perfect Circle,0.1090879084745762,0.5195254237288136,251080.3898305085,0.6225203389830508,0.2966383050847457,0.1358644067796609,-9.763203389830508,0.0556084745762712,124.47710169491523,0.2562779661016949,49.135593220338976,6,1,59,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock', 'supergroup']",rock,127,8
A R I Z O N A,0.1795692307692307,0.6550769230769229,190651.3076923077,0.6490000000000001,0.0548137876923077,0.1173384615384615,-7.372307692307691,0.0513076923076923,103.91592307692306,0.3476153846153847,65.07692307692308,0,1,13,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'tropical house']",indietronica,60,50
A Rocket To The Moon,0.1617,0.3743333333333333,203679.66666666663,0.6869999999999999,0.0,0.1473333333333333,-3.1536666666666666,0.0301666666666666,168.2976666666667,0.3613333333333333,57.33333333333334,11,1,6,"['alternative pop rock', 'neo mellow', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock']",pop rock,169,1
A$AP ANT,0.10145,0.8305,247553.5,0.614,0.0,0.30615,-5.6635,0.1577,127.49,0.4320000000000001,57.5,11,1,2,"['baltimore hip hop', 'drill', 'underground hip hop', 'vapor trap']",underground hip hop,108,14
A$AP Ferg,0.1123776,0.76035,214487.225,0.718825,4.479250000000001e-06,0.2365224999999999,-5.194149999999999,0.21045,130.258875,0.3902,61.325,1,1,40,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",southern hip hop,149,3
A$AP Mob,0.23123,0.7787,239786.2,0.7157000000000001,1.6540000000000004e-06,0.19892,-5.9061,0.25684,127.99009999999998,0.4691000000000001,59.3,8,1,10,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",trap,109,13
A$AP Rocky,0.1884043211009175,0.6717064220183485,218011.59633027524,0.6600642201834865,0.0247713918348623,0.228302752293578,-7.082477064220183,0.2012899082568807,126.5779174311927,0.4022036697247709,62.6605504587156,1,1,109,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,164,2
A$AP Twelvyy,0.2068166666666666,0.7404999999999999,227795.0,0.7098333333333334,0.0,0.2668833333333333,-6.400666666666666,0.2744,128.84266666666664,0.4691666666666667,55.5,11,1,6,"['hip hop', 'rap', 'underground hip hop']",underground hip hop,108,14
A-Trak,0.009398,0.7048,287949.6,0.7302000000000001,0.1555734,0.17292,-3.6818,0.1329199999999999,131.18480000000002,0.8042,55.4,1,0,5,"['banda', 'grupera', 'regional mexican']",regional mexican,53,66
AC/DC,0.0302417693333333,0.4691200000000005,263588.7333333333,0.8507533333333335,0.2275455773333332,0.2915339999999997,-4.809519999999996,0.07204,128.70656666666667,0.4950993333333338,48.84,9,1,300,"['album rock', 'australian rock', 'hard rock', 'rock']",hard rock,52,68
AJR,0.2136218867924528,0.5992452830188679,216926.8867924529,0.6470566037735849,0.0001543618867924,0.168877358490566,-5.646603773584906,0.0669283018867924,113.4057924528302,0.5113962264150944,57.50943396226416,7,1,53,"['modern rock', 'pop rock']",modern rock,115,11
ALI,0.0989,0.578,89667.0,0.875,0.0,0.351,-2.132,0.0642,133.964,0.617,65.0,5,0,2,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",r&b,102,15
ALO,0.362,0.815,218973.0,0.412,0.0004799999999999,0.129,-9.28,0.0438,87.98299999999998,0.669,57.0,0,1,1,['r&b'],r&b,102,15
AOA,0.43,0.758,179808.0,0.858,0.0,0.201,-2.502,0.0464,119.992,0.963,58.0,5,1,2,"['k-pop', 'k-pop girl group']",k-pop,57,58
ATEEZ,0.06245,0.5685,209386.5,0.9335,0.0,0.3655000000000001,-1.9335,0.0865,113.973,0.5285,69.0,7,1,4,"['k-pop', 'k-pop boy group']",k-pop,57,58
ATL,0.124,0.919,289400.0,0.687,0.000816,0.0928,-12.345999999999998,0.109,132.884,0.925,34.0,1,0,1,"['modern rock', 'pop']",modern rock,115,11
AWOLNATION,0.1736517391304348,0.6443043478260868,235783.8695652173,0.7008695652173913,0.2200070173913043,0.2541130434782609,-6.451652173913044,0.0671782608695652,138.46786956521737,0.4526956521739132,53.30434782608695,1,1,23,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",pop rock,169,1
Aaliyah,0.1531894444444444,0.6826388888888891,250966.8888888889,0.5990555555555557,0.0095421597222222,0.2201277777777778,-8.015249999999998,0.1081583333333333,124.31758333333336,0.637388888888889,43.94444444444444,9,0,36,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",urban contemporary,101,16
Aaron Hall,0.0384733333333333,0.7099444444444444,308733.22222222225,0.6696111111111109,4.334555555555556e-05,0.2384555555555556,-7.820944444444442,0.0544777777777777,125.40544444444444,0.5085,39.27777777777778,8,1,18,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",r&b,102,15
Aaron Lewis,0.2606413793103449,0.586655172413793,256748.5862068965,0.6185172413793104,0.0004706896551724,0.1990965517241379,-5.853172413793103,0.0304413793103448,130.29879310344828,0.3689172413793103,52.03448275862069,6,1,29,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'post-grunge', 'redneck']",post-grunge,120,9
Aaron May,0.2055,0.7735,183568.5,0.4975000000000001,1.815e-05,0.133,-8.2015,0.18265,141.09150000000002,0.5765,62.0,10,0,4,['underground hip hop'],underground hip hop,108,14
Aaron Neville,0.4829461538461539,0.5386153846153845,226144.6153846153,0.3829461538461538,0.0001513284615384,0.1234846153846153,-11.907307692307691,0.0539384615384615,131.72792307692305,0.4751538461538461,43.07692307692307,7,1,26,"['motown', 'soul']",motown,60,51
Aaron Tippin,0.1998454545454544,0.6524545454545453,198106.7272727273,0.6482727272727272,5.317636363636364e-05,0.1589727272727272,-8.830818181818186,0.0300090909090909,113.97227272727274,0.5945454545454547,43.0,6,1,22,"['country', 'country road', 'country rock', 'redneck']",country rock,80,26
Aaron Tveit,0.6719999999999999,0.5127499999999999,143340.0,0.4970000000000001,0.0,0.09025,-7.486999999999999,0.050925,122.951,0.47625,47.25,2,1,4,"['broadway', 'hollywood', 'show tunes']",show tunes,136,5
Aaron Y Su Grupo Ilusion,0.2357272727272727,0.6328181818181817,245126.0909090909,0.6229090909090907,0.0001258181818181,0.1008545454545454,-5.455363636363637,0.0390090909090909,134.73690909090908,0.6980000000000001,54.81818181818182,7,1,11,"['banda', 'cumbia', 'cumbia sonidera', 'grupera', 'regional mexican']",grupera,62,46
Aaron Zigman,0.995,0.445,169467.0,0.0123,0.925,0.1689999999999999,-25.606,0.0454,58.875,0.2319999999999999,48.0,0,1,2,['soundtrack'],soundtrack,52,67
Aazar,0.00441,0.63,224052.0,0.851,0.0218,0.0939,-4.61,0.319,150.054,0.573,54.0,1,1,2,"['electro house', 'electronic trap']",electro house,64,42
Ab-Soul,0.1857263157894737,0.6474210526315789,273581.73684210534,0.6933157894736843,1.7968421052631575e-06,0.299478947368421,-6.778894736842108,0.2737263157894737,116.01152631578944,0.5247894736842105,51.21052631578947,1,0,19,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",rap,164,2
Abby Anderson,0.684,0.406,203240.0,0.4270000000000001,1.18e-06,0.108,-8.177,0.0416,158.80200000000005,0.21,59.0,3,1,2,"['contemporary country', 'country pop']",contemporary country,60,52
Abdul,0.994,0.599,153228.0,0.104,0.00946,0.108,-10.296,0.1,131.624,0.607,0.0,11,1,2,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'urban contemporary']",pop rock,169,1
Abstract,0.0901,0.6409999999999999,212715.0,0.5379999999999999,0.0,0.205,-10.398,0.245,79.038,0.296,59.0,7,1,1,"['hip hop', 'lgbtq+ hip hop', 'rap']",rap,164,2
Academy of Ancient Music,0.8901818181818183,0.3342727272727273,260773.27272727276,0.1948,0.0907837272727272,0.1746818181818182,-19.91254545454546,0.0455454545454545,115.40354545454548,0.3011181818181819,48.09090909090909,4,1,11,"['baroque ensemble', 'choral', 'classical performance', 'historically informed performance']",classical performance,127,7
Academy of St. Martin in the Fields,0.9470985915492957,0.2548366197183098,336150.05633802817,0.0966391549295774,0.7363436619718313,0.1404943661971831,-23.25176056338029,0.0435788732394366,99.16421126760568,0.1783999999999999,34.732394366197184,7,1,71,"['chamber orchestra', 'classical', 'classical performance']",classical performance,127,7
Acapulco Tropical,0.262,0.68,146147.0,0.536,0.00208,0.141,-8.943,0.0357,137.502,0.914,48.0,2,0,2,"['cumbia', 'cumbia sonidera', 'deep cumbia sonidera', 'grupera', 'ranchera']",grupera,62,46
Accept,0.0038766777777777,0.4235555555555556,270488.88888888893,0.7635000000000001,0.0463137094444444,0.2473666666666666,-9.41477777777778,0.0595666666666666,129.82738888888892,0.4432777777777777,36.22222222222222,11,1,36,"['album rock', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",rock,127,8
Ace,0.3575,0.7375,174113.5,0.4415,0.0534999999999999,0.09495,-13.0835,0.0379,121.941,0.7094999999999999,40.5,7,1,4,"['florida rap', 'melodic rap', 'southern hip hop', 'trap']",southern hip hop,149,3
Ace Hood,0.03982375,0.698875,276241.0,0.6632499999999999,0.0,0.207175,-6.2657500000000015,0.175025,138.42087500000002,0.2811625,55.0,1,1,8,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",southern hip hop,149,3
Acoustic Alchemy,0.5576666666666666,0.59,244008.66666666663,0.447,0.6056666666666667,0.1436333333333333,-13.827333333333335,0.0470666666666666,91.09533333333331,0.6846666666666666,26.66666666666667,7,1,6,"['british jazz', 'rumba', 'smooth jazz']",smooth jazz,56,60
Action Bronson,0.22024,0.5355333333333333,274899.8,0.7051999999999998,2.372e-06,0.2473999999999999,-6.008266666666668,0.3433933333333333,106.3488,0.5204933333333333,55.66666666666666,1,1,15,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']",southern hip hop,149,3
Adam Ant,0.0856375,0.595375,220406.625,0.9077500000000002,0.0448958275,0.364175,-5.1415,0.0716624999999999,109.09962500000005,0.665,36.375,9,1,16,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave']",new wave pop,118,10
Adam Carroll,0.8659999999999999,0.6179999999999999,225853.0,0.353,0.0,0.143,-9.824,0.0556,106.906,0.4675,39.5,10,1,4,"['alternative country', 'new americana', 'roots americana', 'roots rock', 'texas country']",roots rock,76,27
Adam Doleac,0.257,0.65,191106.5,0.5055000000000001,0.0,0.1485,-6.6275,0.05475,132.30100000000002,0.4479999999999999,68.5,7,1,4,"['contemporary country', 'country pop']",contemporary country,60,52
Adam Hicks,0.1679172857142857,0.532,176301.0,0.7352857142857143,1.0085714285714284e-06,0.1338857142857143,-4.266285714285715,0.0518714285714285,140.35742857142856,0.5241428571428571,56.28571428571429,2,1,7,['post-teen pop'],post-teen pop,137,4
Adam Jacobs,0.346,0.657,452467.0,0.555,1.68e-06,0.0299,-4.9510000000000005,0.153,92.092,0.632,50.0,5,1,1,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",movie tunes,96,17
Adam Jensen,0.356,0.557,189600.0,0.721,0.0,0.146,-5.134,0.0416,125.324,0.392,65.0,4,0,2,"['indie poptimism', 'modern alternative rock', 'modern rock', 'rebel blues']",modern rock,115,11
Adam Lambert,0.050732,0.5706,221516.6,0.8134,3.84e-06,0.16782,-4.5908,0.0793199999999999,130.10840000000002,0.5022,60.8,4,0,10,"['dance pop', 'idol', 'pop', 'post-teen pop']",pop,180,0
Adam Levine,0.194925,0.566375,240700.0,0.7122499999999999,0.00573442125,0.193675,-5.41275,0.1132,124.574875,0.5347,60.5,1,1,16,['pop rock'],pop rock,169,1
Adam Melchor,0.953,0.493,216000.0,0.284,0.00739,0.151,-12.815,0.0309,79.959,0.1989999999999999,63.0,2,1,2,"['indie pop', 'new jersey indie']",indie pop,65,37
Adam Pascal,0.3548347368421053,0.5454210526315788,202983.2105263158,0.5887368421052631,4.987947368421054e-05,0.2496105263157894,-6.536105263157897,0.0687368421052631,141.5381052631579,0.4529473684210527,44.68421052631579,6,1,19,"['broadway', 'hollywood', 'show tunes']",show tunes,136,5
Adan Chalino Sanchez,0.1820333333333332,0.516,186768.0,0.7466666666666666,3.5000000000000004e-05,0.114,-3.981333333333333,0.0595333333333333,130.514,0.777,45.33333333333334,6,1,6,"['banda', 'deep regional mexican', 'duranguense', 'grupera', 'norteno', 'regional mexican']",grupera,62,46
Adan Romero,0.522,0.6920000000000001,203493.0,0.377,0.0,0.0965,-7.127999999999999,0.0497,153.495,0.939,64.0,5,1,2,"['banda', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican']",norteno,96,18
Adan Sanchez,0.0589,0.8220000000000001,234040.0,0.696,0.0,0.095,-3.646,0.292,99.806,0.7829999999999999,44.0,8,0,2,"['banda', 'deep regional mexican', 'duranguense', 'grupera', 'norteno', 'regional mexican']",grupera,62,46
Adem,0.6940000000000001,0.482,285707.0,0.483,0.415,0.0924,-11.049,0.03,138.058,0.145,45.0,1,0,1,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",post-grunge,120,9
Adema,0.0002246666666666,0.4296666666666667,248186.33333333328,0.9453333333333332,0.0630666666666666,0.078,-4.8660000000000005,0.1186,139.7843333333333,0.4496666666666666,49.33333333333334,6,1,6,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",post-grunge,120,9
Adina Howard,0.1018,0.7026666666666667,264702.0,0.7403333333333334,3.9e-06,0.0742666666666666,-5.916333333333332,0.0726666666666666,96.68133333333331,0.6006666666666667,56.0,11,0,3,"['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",r&b,102,15
Adriana Caselotti,0.8166666666666668,0.4121666666666665,134593.33333333337,0.2063333333333333,0.04500017,0.27325,-15.881833333333333,0.0506916666666666,111.86541666666668,0.4699166666666666,38.25,7,1,12,['movie tunes'],movie tunes,96,17
Adrianne Pieczonka,0.906,0.31,354240.0,0.125,0.904,0.258,-17.338,0.0363,129.938,0.2689999999999999,45.0,2,1,1,['classical soprano'],classical soprano,62,45
Aer,0.12505,0.8350000000000001,208358.66666666663,0.6900000000000001,8.149333333333335e-05,0.1249333333333333,-6.830666666666668,0.0889833333333333,112.50399999999998,0.6248333333333332,52.5,5,1,12,"['album rock', 'classic rock', 'hard rock', 'rock']",hard rock,52,68
