artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count_x,genres,genre,count,label
Mandingo,0.3678,0.7354,202333.4,0.635,4.7e-07,0.1519,-6.7384,0.033,101.5092,0.8618,53.6,5,1,5,"['grupera', 'gruperas inmortales']",grupera,62,46
Mandisa,0.079895,0.6537499999999999,259369.5,0.883625,0.0001525,0.2529125,-4.023875,0.0531875,125.50687499999998,0.6513749999999999,51.875,8,1,8,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",christian music,67,35
Mandy Gonzalez,0.6762857142857143,0.5340714285714286,195653.4285714285,0.3278142857142857,4.5071428571428576e-06,0.11855,-10.246142857142855,0.1511642857142857,106.91092857142856,0.2739428571428572,46.78571428571429,8,1,14,"['broadway', 'hollywood', 'show tunes']",show tunes,136,5
Mandy Moore,0.3974823529411764,0.5206470588235292,192232.11764705885,0.5069352941176472,9.445058823529414e-05,0.1840205882352941,-8.92088235294118,0.0453264705882353,114.6330588235294,0.4269058823529413,53.764705882352935,0,1,34,"['dance pop', 'hollywood', 'movie tunes', 'pop', 'post-teen pop']",pop,180,0
Mandy Patinkin,0.8712608695652174,0.3999565217391304,299638.1304347826,0.2259130434782609,0.0078703652173913,0.1623608695652174,-15.951086956521737,0.0575391304347826,111.86134782608694,0.3011913043478261,24.39130434782609,7,1,23,"['broadway', 'show tunes']",broadway,82,25
Manfred Honeck,0.954,0.245,475120.0,0.19,0.7070000000000001,0.266,-18.418,0.053,70.406,0.142,0.0,2,1,2,['orchestral performance'],orchestral performance,63,44
Mann,0.06649,0.6990000000000001,192633.5,0.9005,0.0,0.19535,-4.481,0.14275,114.0095,0.6615,48.0,7,0,4,"['bounce', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",trap,109,13
Mannie Fresh,0.097018,0.7843,271290.1,0.7687500000000002,6.790000000000002e-06,0.1188,-4.315100000000001,0.2105699999999999,133.99465,0.5750999999999998,48.8,7,1,20,"['bounce', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",trap,109,13
Manuel Medrano,0.767,0.616,225839.0,0.4539999999999999,3.48e-05,0.105,-8.504,0.0273,99.998,0.249,72.0,4,1,2,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",latin pop,86,23
Manuel Turizo,0.291678947368421,0.7878421052631576,212747.7894736842,0.7005263157894738,7.132105263157895e-05,0.1627052631578947,-4.473368421052631,0.0907315789473684,113.4117894736842,0.6873157894736842,76.0,6,1,19,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'tropical']",reggaeton,68,33
Maná,0.1876533834586466,0.648300751879699,278374.14285714284,0.7947142857142857,0.0111109836090225,0.1574533834586466,-5.397661654135335,0.0349330827067669,126.71422556390972,0.6899473684210526,52.037593984962406,0,1,133,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",rock en espanol,57,57
Mara Zampieri,0.968,0.253,126733.0,0.21,0.149,0.138,-16.303,0.0412,74.324,0.104,0.0,3,0,1,"['classical soprano', 'italian soprano']",classical soprano,62,45
Marah,0.475,0.674,161855.0,0.649,0.0,0.27,-10.035,0.0314,90.021,0.963,0.0,5,1,2,"['alternative country', 'philly indie', 'roots rock']",roots rock,76,27
Marc Almond,0.276,0.6469999999999999,267955.0,0.608,0.0,0.0623333333333333,-12.146,0.0298,122.34166666666668,0.606,49.66666666666666,10,1,3,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",new wave pop,118,10
Marc Broussard,0.05935,0.7559999999999999,290587.0,0.6365000000000001,0.000555585,0.233,-7.701,0.0826,88.3165,0.846,47.0,11,0,4,"['acoustic pop', 'lafayette indie', 'neo mellow']",neo mellow,71,32
Marc Cohn,0.6376666666666667,0.5066666666666666,268542.16666666674,0.3336666666666666,0.0008535183333333,0.16285,-14.476166666666666,0.0368166666666666,130.81366666666665,0.3885000000000001,43.83333333333334,0,1,12,"['folk', 'lilith', 'mellow gold', 'pop rock']",mellow gold,74,30
Marc E. Bassy,0.225157894736842,0.6282631578947367,214341.68421052632,0.5381052631578949,0.0002660010526315,0.1535052631578947,-7.205947368421053,0.165178947368421,110.9898947368421,0.4871578947368421,61.0,1,1,19,"['indie r&b', 'pop', 'pop rap', 'rap']",pop rap,135,6
Marc Shaiman,0.8545,0.3545,160453.5,0.309,0.361676,0.295,-15.02,0.0508,119.716,0.47325,35.5,7,1,4,"['french movie tunes', 'hollywood', 'soundtrack']",soundtrack,52,67
Marc-André Hamelin,0.992,0.303,339733.0,0.0372,0.887,0.073,-24.171,0.0497,72.14699999999998,0.038,32.0,3,1,2,['classical piano'],classical piano,76,28
Marciano Cantero,0.125,0.627,277107.0,0.675,0.0,0.0784,-7.125,0.213,79.31,0.961,76.0,5,0,2,['rock en espanol'],rock en espanol,57,57
Marco Antonio Solís,0.3282481012658228,0.5659620253164559,244232.4556962025,0.5123670886075948,0.0026709215189873,0.1732531645569621,-7.5742784810126516,0.0320139240506329,113.98630379746832,0.4486303797468354,53.37974683544304,9,1,79,"['grupera', 'latin', 'latin pop', 'regional mexican']",latin pop,86,23
Marcy Playground,0.24005375,0.53825,181268.5,0.5485000000000001,0.164060775,0.1244875,-8.508,0.0320875,120.71300000000002,0.5115,44.25,7,1,16,"['alternative rock', 'pop rock', 'post-grunge']",post-grunge,120,9
Marek Janowski,0.9695,0.205875,333093.25,0.182275,0.347,0.16,-19.30725,0.03975,92.3925,0.095175,0.0,11,1,8,"['classical performance', 'orchestral performance']",classical performance,127,7
Margarita la diosa de la cumbia,0.0812,0.8662857142857142,272975.2857142857,0.6861428571428572,0.0066404285714285,0.1406,-5.699857142857143,0.0466571428571428,114.7627142857143,0.9135714285714286,53.14285714285714,4,0,7,"['cumbia', 'cumbia sonidera', 'grupera']",grupera,62,46
Margie Day,0.601,0.405,158587.0,0.491,6.73e-05,0.0811,-8.922,0.0378,121.144,0.348,31.0,0,0,2,['rhythm and blues'],rhythm and blues,64,41
Maria Callas,0.9747897196261692,0.2970654205607476,228590.9766355141,0.1675656542056074,0.0743069305140186,0.232441121495327,-16.564107476635517,0.0633247663551401,96.50630373831773,0.151766355140187,8.08411214953271,2,1,214,"['classical soprano', 'opera']",classical soprano,62,45
Maria Caniglia,0.9594615384615384,0.3745769230769231,208828.1923076923,0.2023807692307692,0.0410158373076923,0.2879923076923077,-15.35588461538462,0.1354153846153846,83.74103846153845,0.2244961538461538,0.0,11,1,26,"['classical soprano', 'italian soprano']",classical soprano,62,45
Maria Conchita Alonso,0.412,0.6385000000000001,235499.75,0.4365,3.33e-06,0.15915,-14.705749999999998,0.04395,120.481,0.47025,43.75,7,1,8,"['bolero', 'grupera', 'latin', 'latin pop', 'pop romantico']",latin pop,86,23
Maria João Pires,0.99475,0.44525,245606.75,0.059245,0.92225,0.095875,-27.84225,0.0555,98.45525,0.2205,42.75,5,1,8,"['classical', 'classical performance', 'classical piano']",classical piano,76,28
Mariah,0.1677455,0.6643333333333333,303028.5,0.6173333333333334,0.4656717166666667,0.1005333333333333,-10.257666666666667,0.0536666666666666,124.02283333333332,0.6409999999999999,39.66666666666666,5,1,12,"['dance pop', 'pop', 'r&b', 'urban contemporary']",r&b,102,15
Mariah Carey,0.3541969607843141,0.5726911764705886,253607.4656862745,0.5599509803921568,0.0007013601960784,0.1766534313725489,-8.089406862745099,0.0545186274509804,119.65768627450976,0.4188088235294122,47.94607843137255,7,1,204,"['dance pop', 'pop', 'r&b', 'urban contemporary']",r&b,102,15
Marianas Trench,0.08457,0.5795,236147.625,0.76725,0.0,0.1904624999999999,-5.0283750000000005,0.0677624999999999,132.51387499999998,0.527875,52.625,4,1,16,"['canadian rock', 'neon pop punk', 'pixie', 'pop', 'pop punk', 'pop rock']",pop,180,0
Mariano Barba,0.485,0.589,272920.0,0.479,0.0,0.077,-8.146,0.0278,136.567,0.736,63.0,2,1,2,"['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",norteno,96,18
Mariinsky Orchestra,0.9545,0.1395,177286.5,0.0228449999999999,0.8690000000000001,0.09255,-29.865,0.0378,136.3745,0.04915,51.0,7,1,2,"['classical performance', 'orchestra']",classical performance,127,7
Mario,0.1529217391304347,0.6578260869565217,245533.8695652173,0.5811304347826087,0.0001209634782608,0.1734869565217391,-6.982,0.1252086956521738,110.05239130434784,0.5854347826086957,55.8695652173913,0,1,23,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'r&b', 'rap', 'urban contemporary']",urban contemporary,101,16
"Mario ""El Cachorro"" Delgado",0.5319999999999999,0.7380000000000001,215937.66666666663,0.8759999999999999,0.0,0.2669666666666666,-2.667333333333333,0.0783333333333333,122.98433333333334,0.8293333333333331,49.66666666666666,0,1,3,"['corrido', 'corridos tumbados', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']",norteno,96,18
Mario Vazquez,0.0169,0.593,223613.0,0.6509999999999999,0.0,0.141,-6.904,0.135,86.535,0.3229999999999999,50.0,9,0,2,['urban contemporary'],urban contemporary,101,16
Mario Winans,0.4370000000000001,0.795625,258768.5,0.6123749999999999,0.0001966475,0.0564,-6.457625,0.264025,148.69675,0.786375,55.125,1,0,8,"['r&b', 'urban contemporary']",r&b,102,15
Mario del Monaco,0.9676666666666665,0.3651,197815.16666666663,0.2294433333333333,0.076436002,0.30391,-17.080933333333334,0.0658966666666666,91.24046666666663,0.2481433333333333,0.3333333333333333,1,1,30,"['classical tenor', 'italian tenor', 'opera']",opera,74,31
Marion Meadows,0.344,0.74,256227.0,0.581,0.013,0.118,-7.692,0.0304,99.96,0.602,49.0,9,0,2,"['smooth jazz', 'smooth saxophone']",smooth jazz,56,60
Marisela,0.6345263157894737,0.6566666666666667,222502.403508772,0.3770526315789473,0.0001682010526315,0.1543684210526315,-14.37754385964912,0.0345929824561403,126.1870350877193,0.5672280701754386,46.47368421052632,4,1,57,"['grupera', 'latin', 'latin pop', 'ranchera']",latin pop,86,23
Mariss Jansons,0.9665,0.1846,715073.0,0.1835,0.8975,0.10325,-17.734499999999993,0.0396,106.822,0.1047999999999999,29.0,2,1,4,"['classical performance', 'orchestral performance']",classical performance,127,7
Marissa Jaret Winokur,0.4636666666666666,0.723,213062.33333333328,0.7656666666666667,5.049333333333333e-05,0.1532,-4.881,0.1682666666666666,135.73066666666668,0.6673333333333332,41.0,8,1,3,"['broadway', 'hollywood', 'show tunes']",show tunes,136,5
Mark Chesnutt,0.2170897959183673,0.5753061224489796,195435.1020408164,0.5847959183673467,0.0001445951020408,0.1813755102040816,-11.225918367346935,0.0317979591836734,130.81361224489794,0.6702857142857143,41.91836734693877,2,1,49,"['country', 'country road', 'country rock']",country rock,80,26
Mark Collie,0.2599,0.598,193413.0,0.5005000000000001,0.0016805,0.09365,-10.601,0.0344,117.8845,0.482,40.5,5,1,4,['country'],country,61,49
Mark Keali'i Ho'omalu,0.387,0.716,178180.0,0.4775,0.007743,0.08545,-11.177,0.0357,120.567,0.6705,66.5,2,1,2,['movie tunes'],movie tunes,96,17
Mark Knopfler,0.5381823529411766,0.477294117647059,285780.4705882353,0.3650176470588236,0.4477882352941177,0.1067882352941176,-14.032000000000002,0.0345999999999999,105.44794117647062,0.2584117647058824,37.117647058823536,7,1,34,"['classic rock', 'folk rock', 'mellow gold', 'soft rock']",mellow gold,74,30
Mark Mancina,0.6436666666666667,0.2361666666666667,206504.33333333328,0.2447833333333333,0.8226666666666667,0.1166,-19.1035,0.0454166666666666,130.31699999999998,0.0813,46.0,10,0,6,"['movie tunes', 'soundtrack']",movie tunes,96,17
Mark Schultz,0.471932,0.3218,266658.8,0.4576000000000001,4.54e-05,0.11064,-7.6358000000000015,0.03236,111.7244,0.2626000000000001,38.2,6,1,10,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",christian music,67,35
Mark Wills,0.2875111111111112,0.5631111111111111,223663.7777777777,0.4792222222222222,0.0,0.1099555555555555,-9.056888888888889,0.0311444444444444,114.448,0.3647777777777777,43.77777777777778,5,1,18,"['contemporary country', 'country', 'country road']",country road,112,12
Marlena Shaw,0.42525,0.5443749999999999,300704.5,0.644625,0.00631112,0.217675,-10.272,0.0777,95.54125,0.542875,36.625,0,0,16,"['funk', 'jazz funk', 'soul', 'southern soul']",soul,90,20
Maroon 5,0.1294901560283687,0.6531276595744685,220610.04964539007,0.7240212765957446,1.0932553191489364e-05,0.2169212765957445,-5.442673758865248,0.0577368794326241,119.50923404255325,0.5667021276595745,55.43971631205674,1,1,141,"['pop', 'pop rock']",pop,180,0
Marques Houston,0.17062,0.7104,254845.4,0.5698000000000001,1.352e-06,0.1256799999999999,-5.4979999999999976,0.15024,97.9926,0.5801999999999999,47.8,10,1,10,"['deep pop r&b', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",pop rap,135,6
Marsha Ambrosius,0.13875,0.4515,367080.0,0.7879999999999999,0.0,0.139,-6.520999999999999,0.2905,76.84500000000001,0.2985,47.0,11,1,4,"['british soul', 'deep pop r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",urban contemporary,101,16
Marta Sánchez,0.271855,0.804,229006.5,0.7859999999999999,3.81e-06,0.096,-4.803999999999999,0.05495,109.1255,0.871,67.5,6,1,4,"['latin pop', 'spanish pop']",latin pop,86,23
Martha Argerich,0.9884761904761904,0.3472857142857143,236311.0476190477,0.0387542857142857,0.8118095238095238,0.0819809523809523,-30.95414285714286,0.0446190476190476,118.42485714285716,0.203,35.714285714285715,5,1,21,"['classical', 'classical performance', 'classical piano']",classical piano,76,28
Martha Munizzi,0.0687,0.435,437880.0,0.7854999999999999,0.0,0.47845,-5.535500000000001,0.0783,95.408,0.354,38.5,7,1,4,['gospel'],gospel,66,36
Martha Mödl,0.941,0.48,116667.0,0.411,0.0,0.54,-12.637,0.0743,68.928,0.472,0.0,8,1,1,['classical soprano'],classical soprano,62,45
Martha Reeves & The Vandellas,0.4180399999999996,0.5801999999999999,159974.63333333333,0.6841666666666667,0.008191573,0.2318066666666667,-7.916,0.0476,133.16029999999995,0.8104000000000001,32.23333333333333,2,1,60,"['brill building pop', 'classic girl group', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",quiet storm,92,19
Martin Castillo,0.2685,0.701,172506.5,0.841,0.0,0.173,-2.6095,0.09255,114.899,0.9465,53.5,3,1,4,"['corrido', 'corridos tumbados', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']",norteno,96,18
Martin Jones,0.994,0.335,268000.0,0.00532,0.912,0.0621,-31.646,0.0376,65.832,0.0397,65.0,1,1,2,['classical piano'],classical piano,76,28
Martin Luther,0.968,0.0963,105400.0,0.13,0.0,0.281,-17.467,0.0342,74.781,0.386,14.0,2,1,1,['hollywood'],hollywood,89,21
Martin Luther McCoy,0.6579999999999999,0.2735,195900.0,0.304,2.55e-06,0.0959,-10.367,0.03145,138.51850000000002,0.13925,42.5,2,1,4,['hollywood'],hollywood,89,21
Martin Stadtfeld,0.993,0.466,169053.0,0.0111,0.921,0.088,-33.558,0.0363,90.538,0.171,36.0,2,0,2,['classical piano'],classical piano,76,28
Marty Balin,0.4965000000000001,0.7245000000000001,243666.5,0.5265000000000001,0.000110525,0.145,-9.7565,0.0344,121.6925,0.807,39.5,2,1,4,['soft rock'],soft rock,86,22
Marty Stuart,0.23819125,0.6424374999999999,184723.125,0.6244375,0.00069024625,0.16899375,-10.8261875,0.0343875,136.94337499999995,0.7471875000000001,37.5,7,1,16,"['country', 'country rock']",country,61,49
Marvin Hamlisch,0.7512956521739128,0.5629130434782609,202822.5652173913,0.3965652173913044,0.3679136165217392,0.1587521739130435,-11.50791304347826,0.1508086956521739,133.91299999999998,0.5376521739130437,16.91304347826087,9,1,23,"['broadway', 'classic soundtrack']",broadway,82,25
Marvin Sapp,0.4388666666666665,0.4359333333333333,464712.0666666665,0.5487333333333334,0.0012408666666666,0.46284,-8.421466666666667,0.0940533333333333,121.08773333333332,0.3134,47.33333333333334,10,1,15,['gospel'],gospel,66,36
Marvin Winans,0.4376666666666667,0.4966666666666666,314555.0,0.4123333333333333,9.100000000000004e-06,0.142,-9.213,0.0363333333333333,123.498,0.2126666666666666,46.33333333333334,1,1,6,"['gospel', 'gospel r&b']",gospel,66,36
Mary Chapin Carpenter,0.5391458333333333,0.6267291666666664,228278.97916666663,0.6810624999999999,0.0098494770833333,0.11858125,-7.810166666666665,0.0404958333333333,132.45652083333326,0.7457624999999998,35.958333333333336,9,1,48,"['country', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'traditional folk']",traditional folk,63,43
Mary Costa,0.9722222222222222,0.2673333333333333,175410.44444444447,0.1592222222222222,0.3373827555555555,0.0993111111111111,-17.603777777777786,0.0411333333333333,96.53488888888889,0.1672222222222222,36.11111111111112,1,1,9,"['disney', 'movie tunes']",disney,61,48
Mary Gauthier,0.8109999999999999,0.583,350560.0,0.262,0.000563,0.0993,-11.139,0.0281,76.028,0.332,54.0,9,1,2,"['alternative country', 'country rock', 'ectofolk', 'folk', 'folk rock', 'lilith', 'new americana', 'roots rock', 'singer-songwriter', 'traditional folk']",new americana,53,65
Mary Hopkin,0.7208000000000001,0.424,230334.6,0.3776,0.000908942,0.1587599999999999,-8.5878,0.03272,140.09740000000002,0.536,37.6,6,0,10,"['folk rock', 'merseybeat', 'traditional folk']",traditional folk,63,43
Mary J. Blige,0.2013135891472869,0.6541782945736435,278618.9767441861,0.6285581395348837,0.0135430375968992,0.1764937984496123,-7.403534883720927,0.1200829457364341,109.96300000000004,0.5981937984496121,47.0077519379845,11,0,129,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",urban contemporary,101,16
Mary Jane Girls,0.1105166666666667,0.7966666666666667,287777.66666666674,0.5028333333333334,0.1429236166666666,0.1401166666666666,-11.110833333333336,0.0682333333333333,113.46833333333332,0.8356666666666664,46.66666666666666,10,1,12,"['funk', 'post-disco', 'quiet storm', 'urban contemporary']",quiet storm,92,19
Mary Lambert,0.41325,0.6519999999999999,273371.25,0.5055,6.0825e-05,0.13035,-7.835499999999999,0.1042,101.9205,0.41575,55.0,8,1,8,['pop'],pop,180,0
Mary Martin,0.8953673469387756,0.4929387755102041,202754.7551020409,0.2326183673469387,0.0019238695918367,0.1973714285714286,-14.678000000000004,0.0974448979591837,99.83283673469388,0.4154489795918368,3.53061224489796,0,1,49,['broadway'],broadway,82,25
Mary Mary,0.0812361904761905,0.7098571428571429,215761.9047619048,0.6860476190476189,0.0015520828571428,0.2964666666666666,-5.901619047619048,0.0901619047619047,119.94038095238096,0.6399047619047619,44.66666666666666,1,1,21,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",urban contemporary,101,16
Mary Moder,0.959,0.435,233240.0,0.206,7.76e-06,0.122,-17.746,0.0458,90.368,0.119,41.0,0,1,1,"['disney', 'movie tunes']",disney,61,48
Mary Wells,0.5917272727272729,0.588068181818182,159108.1590909091,0.4782727272727275,0.005303796590909,0.2521681818181817,-10.35561363636364,0.0385499999999999,122.3993181818182,0.7604545454545453,24.818181818181817,0,1,88,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul']",motown,60,51
María José,0.0707875,0.6080000000000001,222320.0,0.7175,3.1475e-05,0.1525,-5.1675,0.045325,131.00275,0.43125,61.75,0,0,8,"['grupera', 'latin', 'latin pop', 'mexican pop']",latin pop,86,23
Mashonda,0.2045,0.6839999999999999,252546.5,0.6890000000000001,0.0,0.21,-5.625,0.223,90.153,0.495,45.5,2,1,4,"['hip pop', 'r&b', 'urban contemporary']",urban contemporary,101,16
Mason Ramsey,0.0576,0.8909999999999999,171293.0,0.503,0.0,0.0763,-5.777,0.226,136.009,0.674,64.0,6,1,1,['country'],country,61,49
Mass Production,0.0964,0.742,580093.5,0.6579999999999999,0.0118,0.1364,-12.341,0.155,120.623,0.8265,28.5,7,1,4,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm']",post-disco,58,54
Masta Ace Incorporated,0.03,0.7883333333333332,253124.33333333328,0.602,0.1040027466666666,0.0902666666666666,-9.490333333333334,0.1808333333333332,93.069,0.631,39.0,6,0,6,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",hip hop,83,24
Master P,0.0527180322580645,0.7289354838709676,277583.8387096774,0.6610645161290322,0.0001422096774193,0.2013516129032258,-6.4618709677419375,0.2645161290322579,115.54625806451614,0.5293870967741936,40.87096774193548,1,1,31,"['dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",southern hip hop,149,3
Mat Kearney,0.3074722222222222,0.5367777777777779,231438.5555555556,0.6687777777777776,0.00019185,0.1333111111111111,-7.153555555555558,0.0526444444444444,126.88511111111109,0.4228888888888889,48.55555555555557,9,1,18,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",pop rock,169,1
Matchbox Twenty,0.0897384594594594,0.4785945945945946,236732.75675675675,0.755297297297297,6.585108108108109e-05,0.2533189189189189,-6.271567567567568,0.0443378378378378,118.3636486486486,0.5388378378378377,49.08108108108107,7,1,74,"['neo mellow', 'pop rock', 'post-grunge']",post-grunge,120,9
Matilda the Musical Original Cast,0.6153333333333334,0.6529999999999999,204018.0,0.4343333333333333,0.0,0.1381333333333333,-8.267666666666665,0.0642666666666666,108.895,0.586,53.66666666666666,5,1,6,"['broadway', 'show tunes']",broadway,82,25
Matoma,0.0745714285714285,0.6434285714285713,209627.2857142857,0.752,0.0005558985714285,0.2297142857142857,-5.0120000000000005,0.0519714285714285,118.56700000000002,0.4474285714285715,67.71428571428571,6,1,7,"['dance pop', 'deep tropical house', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop edm', 'tropical house']",pop,180,0
Matt Costa,0.5805,0.605,162093.0,0.3075,0.0,0.1735,-9.891,0.0335,133.112,0.499,47.5,3,1,4,['neo mellow'],neo mellow,71,32
Matt Maeson,0.3822727272727273,0.6245454545454545,205373.45454545453,0.5156363636363637,0.0030090909090909,0.1018727272727272,-8.042909090909092,0.0810727272727272,108.08718181818182,0.3519090909090909,62.45454545454545,0,1,11,"['modern rock', 'rock']",modern rock,115,11
Matt Nathanson,0.1246666666666666,0.6090666666666666,214006.6,0.6522666666666667,1.1692666666666662e-05,0.1586333333333333,-5.8667333333333325,0.0334666666666666,109.86426666666664,0.4988000000000001,51.4,9,1,15,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']",neo mellow,71,32
Matt Simons,0.5215000000000001,0.8360000000000001,195373.0,0.5429999999999999,0.000426,0.11,-8.6335,0.04645,104.998,0.1245,62.5,1,0,2,"['neo mellow', 'neo-singer-songwriter', 'pop', 'tropical house']",pop,180,0
Matt and Kim,0.14397675,0.6057499999999999,201076.75,0.8290000000000001,0.0162074799999999,0.20525,-5.45975,0.036525,121.95125000000002,0.68325,53.0,7,1,8,"['brooklyn indie', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']",pop rock,169,1
Matter and Energy,0.97,0.0902,175643.0,0.0445,0.884,0.0875,-23.641,0.0419,77.32600000000002,0.0412,67.0,1,0,2,['background music'],background music,67,34
Matthew And The Atlas,0.804,0.742,206547.0,0.43,0.0172,0.1,-11.482,0.0394,123.877,0.713,52.0,8,1,2,"['indie anthem-folk', 'indie folk', 'new americana', 'stomp and holler', 'uk americana']",stomp and holler,56,59
Matthew Morrison,0.445,0.645,349400.0,0.96,0.0,0.221,-5.428,0.304,170.00400000000005,0.266,43.0,2,1,1,"['broadway', 'hollywood', 'show tunes']",show tunes,136,5
Matthew West,0.2223257272727272,0.4840909090909091,243005.0,0.7090000000000001,1.731818181818182e-06,0.1550272727272727,-5.785454545454543,0.0394181818181818,115.73681818181818,0.3881818181818181,50.72727272727273,11,1,22,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",christian music,67,35
Matthew Wilder,0.2725999999999999,0.7273999999999999,231680.0,0.54955,0.053051153,0.16138,-12.735450000000002,0.0525299999999999,117.72575000000003,0.7146000000000001,40.9,10,1,20,['new wave pop'],new wave pop,118,10
Mau y Ricky,0.11025,0.6668333333333333,200271.66666666663,0.7926666666666667,1.25e-06,0.2066666666666666,-3.166166666666667,0.1335833333333333,165.229,0.7603333333333332,75.0,7,1,6,"['latin', 'latin pop', 'reggaeton']",reggaeton,68,33
Maurice Abravanel,0.9367777777777776,0.3793888888888889,154531.77777777778,0.2985,0.1462289722222222,0.3578944444444445,-12.509,0.0593555555555555,111.2084444444444,0.3435333333333334,3.2222222222222223,5,1,36,['orchestral performance'],orchestral performance,63,44
Maurice Gibb,0.0902,0.83,268707.0,0.596,0.000245,0.345,-6.996,0.0415,123.28,0.915,32.0,7,1,1,['soft rock'],soft rock,86,22
Maurice Jarre,0.6298461538461537,0.1951384615384615,178106.53846153847,0.2783076923076923,0.3790923076923077,0.1923846153846154,-15.189461538461538,0.0366615384615384,113.53784615384616,0.2409923076923077,26.538461538461537,7,1,13,"['classic soundtrack', 'french soundtrack', 'soundtrack']",soundtrack,52,67
Maurizio Pollini,0.985,0.282,160286.83333333337,0.15122,0.908,0.12525,-22.393666666666665,0.0342833333333333,105.401,0.1606666666666667,35.166666666666664,1,1,12,"['classical', 'classical performance', 'classical piano']",classical piano,76,28
Maury Yeston,0.848,0.3305,241980.0,0.1214,4.085e-06,0.0928,-18.4925,0.04045,98.0025,0.1644999999999999,22.5,10,1,2,['broadway'],broadway,82,25
Max Casella,0.718,0.3879999999999999,246226.5,0.299,0.000247795,0.10655,-11.8905,0.10955,73.32450000000001,0.3848,38.5,6,1,2,['show tunes'],show tunes,136,5
Max Frost,0.1275573333333333,0.7436666666666666,194571.0,0.7213333333333334,0.00024369,0.1638333333333333,-5.516333333333333,0.0484333333333333,122.288,0.6333333333333333,53.66666666666666,6,0,6,"['austindie', 'indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock']",indietronica,60,50
Maxim Vengerov,0.933,0.25,774507.0,0.192,0.0157,0.159,-18.889,0.0425,100.736,0.123,37.0,4,0,1,"['classical performance', 'violin']",classical performance,127,7
Maximo Park,0.000719,0.3779999999999999,200347.0,0.953,2.89e-05,0.0936,-3.632,0.138,167.808,0.512,57.0,9,1,2,"['britpop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'newcastle indie', 'rock']",rock,127,8
Maxine Brown,0.1169999999999999,0.626,145947.0,0.877,0.0,0.247,-4.581,0.033,125.18,0.963,31.0,4,0,2,"['brill building pop', 'classic soul', 'motown', 'rhythm and blues', 'southern soul']",rhythm and blues,64,41
Maxo Kream,0.3071742857142857,0.7908571428571429,224726.57142857145,0.583857142857143,0.0,0.155,-6.704857142857144,0.231,130.58328571428572,0.5275714285714287,57.71428571428572,6,1,7,"['hip hop', 'houston rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",underground hip hop,108,14
Maxwell,0.3467448275862068,0.617965517241379,302114.4827586207,0.4794482758620689,0.0560779334482758,0.2119655172413792,-9.975689655172417,0.0717482758620689,106.13906896551728,0.4654862068965516,43.82758620689656,7,1,58,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",r&b,102,15
