genre,label
cornwall indie,1662
ukrainian pop,1663
deep dance pop,1664
beninese pop,1665
norwegian rock,1666
detskie pesni,1667
taiwan hip hop,1668
swedish underground rap,1669
trio cubano,1670
carnatic instrumental,1671
nl folk,1672
horrorcore,1673
psychill,1674
saskatchewan indie,1675
kompa,1676
ghanaian traditional,1677
canadian choir,1678
indian violin,1679
slovak pop,1680
channel pop,1681
indie rockism,1682
new beat,1683
j-division,1684
k-pop boy group,1685
bmore,1686
latin afrobeat,1687
accordeon,1688
chinese classical,1689
belgian new wave,1690
dark cabaret,1691
spanish indie pop,1692
deep euro house,1693
italian mandolin,1694
new jersey hardcore,1695
gothic symphonic metal,1696
easycore,1697
gothic post-punk,1698
boston hardcore,1699
american contemporary classical,1700
iowa indie,1701
art punk,1702
axe,1703
yoik,1704
orquesta cubana,1705
ukrainian classical,1706
charlotte nc indie,1707
japanese alternative rock,1708
new orleans indie,1709
contemporary post-bop,1710
flick hop,1711
antilliaanse folklore,1712
mexican son,1713
mashup,1714
taiwan indie,1715
slc indie,1716
swedish black metal,1717
hardvapour,1718
kentucky metal,1719
chicago pop punk,1720
j-dance,1721
pop peruano,1722
indonesian worship,1723
swedish singer-songwriter,1724
bossa nova jazz,1725
j-reggae,1726
death metal,1727
dutch folk,1728
andean,1729
japanese psychedelic,1730
chill beats,1731
graz indie,1732
musica canaria,1733
uilleann pipes,1734
bulgarian folk,1735
afro-cuban traditional,1736
swedish post-hardcore,1737
musica popular paraense,1738
j-pixie,1739
mexican traditional,1740
modular synth,1741
wave,1742
isle of wight indie,1743
transpop,1744
mongolian pop,1745
moroccan pop,1746
japanese garage rock,1747
auckland indie,1748
moravian folk,1749
nuevo tango,1750
indie dream pop,1751
groove room,1752
gypsy,1753
drum and bass,1754
latino comedy,1755
scottish folk,1756
tango cancion,1757
toronto rap,1758
minimal tech house,1759
belly dance,1760
southern americana,1761
croatian folk,1762
italo dance,1763
detske pisnicky,1764
nashville americana,1765
gothenburg indie,1766
swiss metal,1767
indie game soundtrack,1768
electronic djent,1769
electronic rock,1770
german underground rap,1771
chinese jazz,1772
hungarian contemporary classical,1773
rock alternativo brasileiro,1774
folclore navarra,1775
deep r&b,1776
british indie rock,1777
portsmouth indie,1778
south african hip hop,1779
scottish hip hop,1780
chinese folk,1781
orgcore,1782
midwest americana,1783
nwothm,1784
czech folk,1785
folclor afrocolombiano,1786
musica jibara,1787
dutch trap pop,1788
malaysian mandopop,1789
traditional funk,1790
emocore,1791
xhosa,1792
gothabilly,1793
ilocano pop,1794
tamil hip hop,1795
piano mpb,1796
japanese folk,1797
swedish prog,1798
fluxwork,1799
classic psychedelic rock,1800
japanese power metal,1801
hong kong hip hop,1802
future house,1803
progressive metalcore,1804
nu skool breaks,1805
russian dance,1806
danish electronic,1807
irish fiddle,1808
tuareg guitar,1809
wrock,1810
steelpan,1811
honky-tonk piano,1812
korean ost,1813
classical countertenor,1814
italian pop rock,1815
dutch cabaret,1816
belgian rock,1817
avant-garde jazz,1818
norwegian jazz,1819
hindustani classical,1820
catstep,1821
pop catracho,1822
norwegian choir,1823
jamgrass,1824
complextro,1825
calgary indie,1826
free folk,1827
deathrock,1828
egyptian pop,1829
kabarett,1830
tulsa indie,1831
hula,1832
chinese hip hop,1833
geek folk,1834
punk rock italiano,1835
russian post-punk,1836
thai indie pop,1837
traditional ska,1838
baton rouge indie,1839
ukrainian choir,1840
progressive psytrance,1841
hindustani instrumental,1842
japanese heavy metal,1843
kentucky mountain folk,1844
sarod,1845
swedish house,1846
danish rock,1847
mento,1848
lithuanian folk,1849
panamanian rock,1850
hmong pop,1851
deep free jazz,1852
brazilian rock,1853
gothic americana,1854
kent indie,1855
danish singer-songwriter,1856
vancouver metal,1857
francoton,1858
cuban alternative,1859
historical keyboard,1860
moldovan pop,1861
dunedin indie,1862
spiritual hip hop,1863
kiwi rock,1864
chill lounge,1865
swedish synth,1866
shabad,1867
yoga,1868
chamber ensemble,1869
belgian edm,1870
singing bowl,1871
trival,1872
australian alternative pop,1873
marathi pop,1874
eurovision,1875
latin metal,1876
canadian post-rock,1877
british invasion,1878
funana,1879
pop argentino,1880
virginia punk,1881
german show tunes,1882
early music choir,1883
popgaze,1884
rochester ny indie,1885
swedish progressive metal,1886
norman ok indie,1887
huapango,1888
estonian hip hop,1889
danish post-punk,1890
ska mexicano,1891
garage pop,1892
norwegian classical,1893
texas punk,1894
colombian rock,1895
psychedelic pop,1896
zimdancehall,1897
latin talent show,1898
danspunk,1899
cymraeg,1900
cumbia ecuatoriana,1901
english indie rock,1902
desi hip hop,1903
canadian blues,1904
musica antigua,1905
cumbia santafesina,1906
euphoric hardstyle,1907
filthstep,1908
romanian hip hop,1909
polish jazz,1910
kabyle,1911
swedish indie folk,1912
breton folk,1913
jovem guarda,1914
queercore,1915
experimental big band,1916
retro metal,1917
columbus ohio indie,1918
yugoslav new wave,1919
south dakota indie,1920
alternative pop rock,1921
gqom,1922
deep northern soul,1923
derby indie,1924
destroy techno,1925
el paso indie,1926
greek swing,1927
dream trance,1928
swedish dancehall,1929
minecraft,1930
german renaissance,1931
ny roots,1932
proto-rap,1933
turkish psych,1934
folclore extremeno,1935
kodomo no ongaku,1936
south african choral,1937
toronto indie,1938
boy pop,1939
channel islands indie,1940
college marching band,1941
deep funk,1942
french baroque,1943
czech rock,1944
ecuadorian pop,1945
welsh folk,1946
finnish soul,1947
melodic metal,1948
korean classical performance,1949
canadian electropop,1950
